gene	query	kegg_org_hit	gene_hit	percent_id	e_vlaue
1320	ASF492	elm	nad-dependent_epimerase/dehydratase	44.9	2.2e-16
1321	ASF492	elm	dtdp-4-dehydrorhamnose_3	55.6	1.1e-48
1322	ASF492	stc	glycosyl_transferase_family_protein	51.1	1.9e-58
1323	ASF492	scp	hypothetical_protein	43.4	1.3e-20
1324	ASF492	mae	glycosyl_transferase_family_protein	36.7	2.0e-32
1325	ASF492	esr	3-deoxy-d-manno-octulosonate_cytidylyltransferase_(ec:2.7.7.38)	73.2	4.3e-104
1326	ASF492	efc	hypothetical_protein	50.5	2.6e-26
1327	ASF492	ert	isopropylmalate/homocitrate/citramalate_synthases_(ec:4.1.3.39)	44.3	1.4e-14
1328	ASF492	slu	hypothetical_protein	30.1	2.2e-14
1329	ASF492	amc	hypothetical_protein	46.4	3.8e-15
1330	ASF492	ral	hypothetical_protein	39.9	1.7e-68
1331	ASF492	pdr	putative_glycine_transferase_in_o-antigen_biosynthesis_cluster_wbqc	50.0	9.3e-61
1332	ASF492	bag	transposase_is4_family_protein	45.2	1.5e-24
1333	ASF492	cct	signal_transduction_histidine_kinase	45.4	4.0e-93
1334	ASF492	fpr	virulence_protein	65.7	2.4e-115
1335	ASF492	pdt	surface_protein_26-residue_repeat-containing_protein	47.4	1.3e-28
1336	ASF492	pdt	surface_protein_26-residue_repeat-containing_protein	44.5	3.2e-27
1337	ASF492	pdt	surface_protein_26-residue_repeat-containing_protein	47.4	7.1e-27
1338	ASF492	pdt	surface_protein_26-residue_repeat-containing_protein	44.5	2.3e-25
1339	ASF492	pdt	surface_protein_26-residue_repeat-containing_protein	41.3	5.2e-22
1340	ASF492	pdt	surface_protein_26-residue_repeat-containing_protein	37.9	1.3e-12
1341	ASF492	tva	surface_antigen_bspa-like	33.5	2.8e-20
1342	ASF492	tva	surface_antigen_bspa-like	47.4	8.8e-14
1343	ASF492	tva	surface_antigen_bspa-like	27.6	1.7e-09
1344	ASF492	eel	hypothetical_protein	44.2	1.3e-57
1345	ASF492	rho	transposase_is66	50.0	2.2e-06
1346	ASF492	cbo	dna-binding_response_regulator	40.9	1.2e-44
1347	ASF492	cah	signal_transduction_histidine_kinase_regulating_citrate/malate_metabolism	31.0	1.9e-60
1348	ASF492	rho	hypothetical_protein	65.7	7.3e-74
1349	ASF492	sgy	hypothetical_protein	58.8	2.6e-39
1350	ASF492	rho	xre_family_transcriptional_regulator_protein	74.5	3.4e-33
1351	ASF492	rho	hypothetical_protein	73.9	6.0e-205
1352	ASF492	rho	mobilization_protein	77.9	5.0e-44
1353	ASF492	rho	transcriptional_regulator	63.5	4.1e-23
1354	ASF492	rho	two-component_system_lytt_family_response_regulator	74.7	2.9e-34
1355	ASF492	rim	hypothetical_protein	51.6	4.8e-127
1356	ASF492	eel	hypothetical_protein	53.8	5.9e-70
1357	ASF492	eel	hypothetical_protein	68.1	5.3e-25
1358	ASF492	eha	relaxase/mobilization_nuclease_family_protein	58.6	1.1e-43
1359	ASF492	amv	hypothetical_protein	38.9	1.2e-20
1360	ASF492	btm	hypothetical_protein	29.3	7.1e-38
1361	ASF492	rix	excinuclease_abc|b_subunit	86.2	1.1e-35
1362	ASF492	fsu	dna_primase_small_subunit	33.0	5.9e-110
1363	ASF492	afd	hypothetical_protein	44.4	1.7e-48
1364	ASF492	dgi	transposase	62.1	1.2e-182
1365	ASF492	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	60.3	5.3e-81
1366	ASF492	csh	hypothetical_protein	51.5	8.7e-15
1367	ASF492	csh	recombinase	58.5	5.4e-41
1368	ASF492	eha	resolvase_domain	71.0	5.9e-228
1369	ASF492	eha	recombinase	80.7	1.6e-268
1370	ASF492	cbe	abc_transporter	57.8	3.0e-151
1371	ASF492	bprs	predicted_membrane_protein	68.9	2.8e-63
1372	ASF492	cbe	cobalt_transport_protein	62.3	1.3e-75
1373	ASF492	cbe	hypothetical_protein	59.8	8.9e-65
1374	ASF492	fpr	putative_efflux_protein|mate_family	56.1	2.3e-35
1375	ASF492	rto	putative_efflux_protein|mate_family	67.9	5.7e-122
1376	ASF492	rum	abc-type_multidrug_transport_system|atpase_and_permease_components	79.6	9.3e-36
1377	ASF492	rum	abc-type_multidrug_transport_system|atpase_and_permease_components	63.3	1.1e-172
1378	ASF492	esu	abc-type_multidrug_transport_system|atpase_and_permease_components	72.1	2.5e-167
1379	ASF492	cbo	abc_transporter_atp-binding_protein	60.8	3.9e-56
1380	ASF492	cbe	helix-turn-helix_domain-containing_protein	51.1	9.0e-91
1381	ASF492	sgg	hypothetical_protein	28.9	1.1e-17
1382	ASF492	eha	relaxase/mobilization_nuclease_family_protein	58.1	7.0e-148
1383	ASF492	cso	hypothetical_protein	46.5	1.0e-19
1384	ASF492	bco	cytidyltransferase-related_domain-containing_protein	52.5	2.7e-133
1385	ASF492	ere	licd_family_protein	53.3	1.4e-27
1386	ASF492	pdi	2-c-methyl-d-erythritol_4-phosphate_cytidylyltransferase	62.6	2.0e-84
1387	ASF492	lru	epimerase	43.9	6.2e-25
1388	ASF492	tar	nucleoside-diphosphate-sugar_epimerase_(ec:4.2.1.46)	52.6	1.1e-49
1389	ASF492	dsy	hypothetical_protein	35.3	6.2e-42
1390	ASF492	eel	hypothetical_protein	34.8	5.6e-49
1391	ASF492	dor	glycosyl_transferase_family_protein	37.5	1.4e-34
1392	ASF492	nop	glycosyltransferase	30.7	4.7e-87
1393	ASF492	mca	glycosyl_transferase_group_2_family_protein	34.5	1.1e-33
1394	ASF492	esr	glycosyltransferases_involved_in_cell_wall_biogenesis_(ec:3.1.26.3)	55.6	5.0e-19
1395	ASF492	csr	glycosyl_transferase_family_2	58.0	2.1e-55
1396	ASF492	cdl	hypothetical_protein	63.6	2.7e-48
1397	ASF492	rho	hypothetical_protein	71.0	5.3e-41
1398	ASF492	cdl	lantibiotic_abc_transporter_permease	66.7	1.5e-60
1399	ASF492	rho	lantibiotic_abc_transporter_atp-binding_protein	89.2	1.8e-152
1400	ASF492	cdf	two-component_response_regulator,tn1549-like,ctn4-orf26	82.3	1.7e-37
1401	ASF492	cso	helix-turn-helix.	73.8	1.6e-40
1402	ASF492	rto	bacterial_mobilisation_protein_(mobc).	88.0	7.9e-47
1403	ASF492	rbr	relaxase/mobilisation_nuclease_domain.	92.7	6.3e-100
1404	ASF492	clj	transcriptional_regulator	43.1	4.4e-47
1405	ASF492	clj	membrane_associated_histidine_kinase-like_atpase	31.4	6.6e-61
1406	ASF492	bck	transposase_is4_family_protein	41.2	6.3e-44
1407	ASF492	bpw	algi1|alginate_o-acetylation_protein_algi	42.0	1.8e-50
1408	ASF492	bprl	pyruvate_kinase	45.2	2.0e-66
1409	ASF492	esu	dinucleotide-utilizing_enzymes_involved_in_molybdopterin_and_thiamine_biosynthesis_family_1	66.0	4.2e-48
1410	ASF492	ebi	setb|lactose/glucose:proton_efflux_pump_(mfs_family)	29.8	1.7e-35
1411	ASF492	bcy	hypothetical_protein	41.8	2.1e-23
1412	ASF492	lpn	transposase_tn5	44.2	5.1e-07
1413	ASF492	ccl	putative_membrane-associated|metal-dependent_hydrolase	56.1	4.8e-51
1414	ASF492	ere	hypothetical_protein	56.3	4.2e-37
1415	ASF492	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	55.6	5.9e-40
1416	ASF492	soi	hypothetical_protein	60.6	2.1e-28
1417	ASF492	stu	hypothetical_protein	55.4	5.3e-21
1418	ASF492	bpb	hypothetical_protein	39.6	1.4e-56
1419	ASF492	cle	nad-dependent_epimerase/dehydratase	47.1	5.1e-63
1420	ASF492	ccb	sefir_domain-containing_protein	49.3	1.3e-33
1421	ASF492	ert	hypothetical_protein	75.7	1.5e-141
1422	ASF492	csb	ycbl2|transcriptional_regulatory_protein_ycbl	57.8	6.1e-65
1423	ASF492	rci	abc-type_transport_system|atpase_component	32.7	6.3e-09
1424	ASF492	rob	abc-type_multidrug_transport_system|atpase_component	39.2	5.7e-23
1425	ASF492	elm	signal_transduction_histidine_kinase	48.4	1.0e-63
1426	ASF492	nda	abc_transporter	46.6	4.8e-46
1427	ASF492	esr	dna-directed_rna_polymerase_specialized_sigma_subunit|sigma24_homolog	100.0	2.8e-73
1428	ASF492	ere	hypothetical_protein	98.9	2.5e-46
1429	ASF492	fpr	site-specific_recombinases|dna_invertase_pin_homologs	98.4	2.8e-288
1430	ASF492	fnu	transporter	35.5	9.2e-65
1431	ASF492	rel	hypothetical_protein	50.0	3.5e-18
1432	ASF492	ova	hypothetical_protein	56.4	3.0e-48
1433	ASF492	bpb	is200/is605_family_transposase	50.8	5.4e-28
1434	ASF492	bprm	transposase|is605_orfb_family	76.7	9.8e-106
1435	ASF492	bprm	transposase|is605_orfb_family	83.6	2.1e-47
1436	ASF492	cad	beta-lactamase_regulatory_protein	21.5	2.8e-11
1437	ASF492	rix	luxs_protein_involved_in_autoinducer_ai2_synthesis_(ec:4.4.1.21)	83.3	1.0e-43
1438	ASF492	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	58.1	7.0e-187
1439	ASF492	stm	hypothetical_protein	51.4	6.6e-25
1440	ASF492	tsh	hypothetical_protein	35.4	9.3e-08
1441	ASF492	ssg	smc_domain_protein	34.9	1.0e-14
1442	ASF492	mic	hypothetical_protein	34.8	1.3e-19
1443	ASF492	dae	copy_family_transcriptional_repressor	62.9	3.4e-35
1444	ASF492	pjd	peptidase_m56_blar1	30.2	1.1e-33
1445	ASF492	cct	response_regulator_of_the_lytr/algr_family	34.0	6.4e-15
1446	ASF492	rho	putative_atp-dependent_dna-repair_helicase	72.3	4.8e-45
1447	ASF492	rob	helix-turn-helix.	48.5	8.2e-53
1448	ASF492	rix	2-c-methyl-d-erythritol_4-phosphate_cytidylyltransferase_(ec:2.7.7.60)	52.8	2.1e-50
1449	ASF492	lcr	hypothetical_protein	66.7	1.7e-19
1450	ASF492	bsl	hypothetical_protein	82.1	9.5e-47
1451	ASF492	rob	predicted_transcriptional_regulators	56.9	5.8e-16
1452	ASF492	rob	hypothetical_protein	53.8	1.1e-24
1453	ASF492	btm	pgi|glucose-6-phosphate_isomerase_(ec:5.3.1.9)	26.1	4.1e-49
1454	ASF492	ene	lantibiotic_modifying_enzyme	25.1	5.8e-22
1455	ASF492	bcq	lanm2|lantibiotic_modifying_enzyme	35.0	1.3e-13
1456	ASF492	oac	type_2_lantibiotic_biosynthesis_protein_lanm	25.2	1.3e-29
1457	ASF492	cbj	4fe-4s_ferredoxin-domain_protein_(nadph-dependent_fmn_reductase_family)	31.9	1.0e-22
1458	ASF492	taz	beta-mannosidase	57.6	5.9e-21
1459	ASF492	csr	hypothetical_protein_duf1703	54.9	2.0e-158
1460	ASF492	csb	asparagine_synthetase_(ec:6.3.5.4)	79.2	4.5e-79
1461	ASF492	ert	his_kinase_a_(phosphoacceptor)_domain./histidine_kinase-|dna_gyrase_b-	67.5	2.0e-22
1462	ASF492	tbe	radical_sam_domain_protein	59.0	3.1e-92
1463	ASF492	siu	putative_abi-alpha_protein	43.6	8.2e-29
1464	ASF492	sds	transposase	57.6	2.1e-26
1465	ASF492	dor	cupin_domain-containing_protein	64.9	4.1e-42
1466	ASF492	str	arac_family_transcriptional_regulator	44.7	1.2e-44
1467	ASF492	eha	transposase_is200-family_protein	65.3	2.6e-51
1468	ASF492	ere	transposase	72.0	4.4e-133
1469	ASF492	ere	transposase	63.5	9.2e-23
1470	ASF492	pfu	dna_polymerase	29.2	6.3e-12
1471	ASF492	bca	hypothetical_protein	34.5	6.6e-10
1472	ASF492	rho	transposase_is66	66.7	8.3e-36
1473	ASF492	rix	excinuclease_abc|b_subunit	78.2	9.3e-32
1474	ASF492	spj	transcriptional_regulator	77.5	8.5e-57
1475	ASF492	rbr	putative_efflux_protein|mate_family	76.4	6.5e-78
1476	ASF492	rim	transposase_and_inactivated_derivatives	61.5	7.7e-34
1477	ASF492	ere	hypothetical_protein	66.7	1.2e-57
1478	ASF492	ddl	dna-binding_domain-containing_protein	66.1	1.1e-82
1479	ASF492	csh	dihydrofolate_reductase	59.8	3.2e-55
1480	ASF492	bprs	adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_apoenzyme_(ec:2.6.1.62)	78.8	3.6e-100
1481	ASF492	bprs	dethiobiotin_synthase_(ec:6.3.3.3)	61.2	5.3e-75
1482	ASF492	ral	biotin--acetyl-coa-carboxylase_ligase	50.8	5.9e-63
1483	ASF492	dsy	hypothetical_protein	56.6	1.5e-79
1484	ASF492	dsy	hypothetical_protein	65.8	3.0e-52
1485	ASF492	ddh	abc_transporter	34.3	8.7e-35
1486	ASF492	bprl	abc-type_multidrug_transport_system|atpase_component	51.2	4.1e-62
1487	ASF492	cso	relaxase/mobilisation_nuclease_domain.	66.3	5.5e-24
1488	ASF492	fpa	bacterial_mobilisation_protein_(mobc).	78.6	7.5e-52
1489	ASF492	cdc	beta-xylosidase	59.5	5.2e-19
1490	ASF492	cdf	beta-glucosidase_(ec:3.2.1.58)	65.0	2.3e-157
1491	ASF492	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	54.4	2.0e-38
1492	ASF492	cso	hypothetical_protein	66.7	1.4e-39
1493	ASF492	rob	hypothetical_protein	55.5	1.9e-47
1494	ASF492	sbr	hypothetical_protein	49.3	2.8e-70
1495	ASF492	csh	hypothetical_protein	76.7	1.3e-42
1496	ASF492	rix	predicted_atpases	59.5	6.5e-129
1497	ASF492	rix	hypothetical_protein	57.2	3.3e-66
1498	ASF492	tva	viral_a-type_inclusion_protein	25.9	6.4e-04
1499	ASF492	dec	radical_sam_domain_protein	24.4	3.8e-20
1500	ASF492	cep	hpr(ser)_kinase/phosphatase_(ec:2.7.1.-)	37.8	1.8e-06
1501	ASF492	sne	lantibiotic_export_protein	24.2	1.4e-22
1502	ASF492	cjp	abc_transporter_permease	39.4	1.9e-15
1503	ASF492	csc	pilt_protein_domain-containing_protein	49.0	1.5e-38
1504	ASF492	dae	hypothetical_protein	29.7	8.2e-55
1505	ASF492	cpy	hypothetical_protein	46.5	7.1e-54
1506	ASF492	abl	hypothetical_protein	36.7	2.0e-16
1507	ASF492	dai	hypothetical_protein	30.7	3.2e-55
1508	ASF492	dai	hypothetical_protein	31.9	3.5e-33
1509	ASF492	dai	hypothetical_protein	36.7	9.1e-07
1510	ASF492	tmz	pin_domain-containing_protein	42.6	3.6e-22
1511	ASF492	tmz	pin_domain-containing_protein	42.6	3.6e-22
1512	ASF492	pru	hypothetical_protein	29.8	3.5e-29
1513	ASF492	pru	hypothetical_protein	35.0	2.6e-59
1514	ASF492	csb	gtrii|glucosyl_transferase_gtrii	24.1	3.1e-22
1515	ASF492	bprm	glycosyltransferases_involved_in_cell_wall_biogenesis	62.5	2.6e-111
1516	ASF492	apm	hypothetical_protein	28.6	1.3e-09
1517	ASF492	dhd	transposase_is4_family_protein	49.4	2.2e-15
1518	ASF492	dhd	transposase_is4_family_protein	51.8	5.6e-88
1519	ASF492	pph	transposase_is200-family_protein	75.0	3.0e-20
1520	ASF492	csz	hypothetical_protein	32.2	4.3e-98
1521	ASF492	dhd	hypothetical_protein	30.2	4.7e-15
1522	ASF492	rto	uncharacterized_protein_conserved_in_cyanobacteria	61.6	3.2e-61
1523	ASF492	rob	hypothetical_protein	66.7	6.5e-12
1524	ASF492	rob	site-specific_recombinase_xerd	97.6	4.5e-39
1525	ASF492	apr	mate_efflux_family_protein	29.0	1.7e-20
1526	ASF492	rum	abc-type_multidrug_transport_system|atpase_component	83.3	5.7e-103
1527	ASF492	bst	spae_protein	37.2	3.6e-36
1528	ASF492	awo	phage-like_protein	54.8	4.6e-36
1529	ASF492	cdf	hypothetical_protein	72.8	9.5e-29
1530	ASF492	coo	bacterial_ig-like_domain_(group_2).	39.5	5.1e-28
1531	ASF492	csb	hypothetical_protein	29.5	9.6e-48
1532	ASF492	esr	conserved_hypothetical_protein_(putative_transposase_or_invertase)	39.0	1.6e-13
1533	ASF492	raa	hypothetical_protein	23.2	1.0e-04
1534	ASF492	bpb	is200/is605_family_transposase	52.0	3.0e-27
1535	ASF492	bprm	transposase|is605_orfb_family	81.5	2.3e-158
1536	ASF492	ssw	chromatin_spt2	40.3	3.0e-06
1537	ASF492	acan	sap_domain_containing_protein	28.4	2.5e-04
1538	ASF492	nth	peptidase_m56_blar1	30.9	3.1e-11
1539	ASF492	bxy	fe-s_oxidoreductase	56.0	1.6e-42
1540	ASF492	bxy	fe-s_oxidoreductase	54.4	3.1e-85
1541	ASF492	coo	predicted_transcriptional_regulators	68.2	7.1e-27
1542	ASF492	ert	hypothetical_protein	38.4	9.9e-43
1543	ASF492	fpr	hypothetical_protein	58.6	6.2e-22
1544	ASF492	dgi	hypothetical_protein	43.9	6.6e-14
1545	ASF492	arp	hypothetical_protein	30.8	9.7e-112
1546	ASF492	abl	hypothetical_protein	31.1	3.4e-04
1547	ASF492	rho	hypothetical_protein	50.7	5.2e-13
1548	ASF492	rho	transposase_is66	43.5	2.2e-09
1549	ASF492	rho	transposase_is66	65.3	3.1e-11
1550	ASF492	dba	protease_do_(ec:3.4.21.107)	33.3	8.0e-12
1551	ASF492	bpf	spovk|stage_v_sporulation_protein_k	36.0	9.7e-97
1552	ASF492	bpf	spovk|stage_v_sporulation_protein_k	34.5	3.1e-66
1553	ASF492	bpf	spovk|stage_v_sporulation_protein_k	35.3	1.2e-62
1554	ASF492	bpf	spovk|stage_v_sporulation_protein_k	42.6	7.1e-23
1555	ASF492	mac	transposase	38.9	4.9e-85
1556	ASF492	bbd	apolipoprotein_n-acyltransferase	33.1	3.6e-33
1557	ASF492	ert	hypothetical_protein	58.6	4.3e-77
1558	ASF492	cah	signal_transduction_histidine_kinase_regulating_citrate/malate_metabolism	34.3	5.3e-60
1559	ASF492	clj	transcriptional_regulator	42.8	4.6e-52
1560	ASF492	rix	hypothetical_protein	67.4	6.2e-79
1561	ASF492	euc	histidinol_phosphate_phosphatase_hisj_family_(ec:3.1.3.15)	57.5	5.3e-17
1562	ASF492	euc	histidinol_phosphate_phosphatase_hisj_family_(ec:3.1.3.15)	62.2	2.6e-08
1563	ASF492	cle	galactoside_o-acetyltransferase_(ec:2.3.1.18)	64.2	6.1e-72
1564	ASF492	eci	laca|galactoside_o-acetyltransferase_(ec:2.3.1.18)	54.6	4.0e-54
1565	ASF492	rho	na+_driven_multidrug_efflux_pump	52.2	2.0e-53
1566	ASF492	tsu	arac_family_transcriptional_regulator	52.4	3.4e-36
1567	ASF492	tsu	arac_family_transcriptional_regulator	48.1	1.1e-22
1568	ASF492	ert	hypothetical_protein	62.1	2.6e-20
1569	ASF492	pjd	arac_family_transcriptional_regulator	33.6	1.6e-15
1570	ASF492	ere	hypothetical_protein	53.9	9.4e-145
1571	ASF492	ova	hypothetical_protein	43.8	4.2e-13
1572	ASF492	rix	transcriptional_regulator	72.9	1.6e-77
1573	ASF492	bpb	thrs|threonyl-trna_synthetase_(ec:6.1.1.3)	76.4	2.2e-190
1574	ASF492	bpb	thrs|threonyl-trna_synthetase_(ec:6.1.1.3)	73.1	2.1e-64
1575	ASF492	cbn	hypothetical_protein	44.6	3.2e-68
1576	ASF492	ert	k+-dependent_na+/ca+_exchanger_related-protein	58.1	1.3e-89
1577	ASF492	ert	k+-dependent_na+/ca+_exchanger_related-protein	41.1	1.7e-20
1578	ASF492	ert	k+-dependent_na+/ca+_exchanger_related-protein	37.7	1.0e-14
1579	ASF492	cbk	macrolide-efflux_protein	44.4	8.8e-87
1580	ASF492	rim	protein_of_unknown_function_(duf1311).	71.8	5.3e-119
1581	ASF492	hmo	vsr|dna_mismatch_endonuclease_vsr	44.6	9.2e-14
1582	ASF492	mhc	dna-cytosine_methyltransferase_(ec:2.1.1.37)	72.9	6.2e-12
1583	ASF492	dmi	dna-methyltransferase_dcm	61.5	6.8e-92
1584	ASF492	lrm	two-component_sensor_histidine_kinase	27.4	1.3e-44
1585	ASF492	sgy	rna_polymerase|sigma_subunit	55.6	1.3e-32
1586	ASF492	rix	arsenate_reductase_and_related_proteins|glutaredoxin_family	88.4	2.0e-53
1587	ASF492	bfi	nadh:flavin_oxidoreductases|old_yellow_enzyme_family	76.7	1.1e-31
1588	ASF492	eel	hypothetical_protein	69.3	3.0e-67
1589	ASF492	dhd	hypothetical_protein	42.2	1.3e-30
1590	ASF492	dhd	atpase_aaa	37.3	4.8e-48
1591	ASF492	ere	hypothetical_protein	50.0	6.0e-16
1592	ASF492	ert	predicted_nucleic_acid-binding_protein|contains_pin_domain	46.4	2.2e-32
1593	ASF492	dku	hypothetical_protein	43.7	1.6e-27
1594	ASF492	scp	abc_transporter	71.2	6.3e-76
1595	ASF492	tsa	acyltransferase_3	47.4	1.1e-04
1596	ASF492	cbk	histidine_kinase	35.6	1.1e-61
1597	ASF492	bay	two-component_response_regulator	56.7	8.9e-69
1598	ASF492	amt	hypothetical_protein	24.4	5.1e-11
1599	ASF492	btc	ribosomal_rna_adenine_dimethylase	47.5	7.3e-43
1600	ASF492	tde	hypothetical_protein	58.4	3.6e-34
1601	ASF492	aeq	hypothetical_protein	44.8	1.3e-16
1602	ASF492	rto	predicted_transcriptional_regulators	66.0	5.4e-31
1603	ASF492	afn	integrase_catalytic_subunit	65.7	2.2e-62
1604	ASF492	tpz	insk|transposase_insk	64.3	1.5e-39
1605	ASF492	ppo	wbbx|glycosyl_transferase_group_1_(ec:2.4.1.-)	48.0	8.2e-79
1606	ASF492	ppo	m1_4937|rhamnosyltransferase_(ec:2.4.1.-)	45.9	5.6e-74
1607	ASF492	ert	hypothetical_protein	39.0	1.3e-11
1608	ASF492	rim	plasmid_segregation_actin-type_atpase_parm	59.5	7.0e-101
1609	ASF492	cls	xynb|beta-xylosidase	38.0	4.6e-168
1610	ASF492	csr	xylb2|xylosidase/arabinosidase_xylb_(ec:3.2.1.37_3.2.1.55)	43.6	1.0e-50
1611	ASF492	ert	tryptophan_synthase|beta_subunit_(ec:4.2.1.20)	88.2	2.6e-37
1612	ASF492	ert	tryptophan_synthase|alpha_chain_(ec:4.2.1.20)	78.4	4.2e-115
1613	ASF492	cpy	hypothetical_protein	51.0	7.9e-05
1614	ASF492	cct	hypothetical_protein	53.2	4.7e-64
1615	ASF492	rho	putative_adenine-specific_dna_methylase	61.8	1.6e-46
1616	ASF492	rho	hypothetical_protein	82.7	3.5e-62
1617	ASF492	saci	hypothetical_protein	54.0	3.6e-49
1618	ASF492	rob	trax_protein.	38.9	1.7e-47
1619	ASF492	rob	hypothetical_protein	47.8	6.6e-42
1620	ASF492	ere	hypothetical_protein	48.1	4.2e-12
1621	ASF492	cdf	abc_transporter_multidrug-family_atp-binding_protein_(ec:3.6.3.-)	62.3	2.8e-35
1622	ASF492	siv	response_regulator_containing_a_chey-like_receiver_domain_and_a_ggdef_domain	33.0	1.0e-07
1623	ASF492	eas	hypothetical_protein	38.1	2.6e-62
1624	ASF492	cya	gtp-binding_protein	36.2	6.0e-28
1625	ASF492	rim	4-hydroxybenzoate_polyprenyltransferase_and_related_prenyltransferases	51.6	1.4e-76
1626	ASF492	bhy	hypothetical_protein	28.6	2.0e-42
1627	ASF492	csh	family_2_glycosyl_transferase	46.8	1.3e-53
1628	ASF492	rch	glycosyltransferases_involved_in_cell_wall_biogenesis_(ec:3.1.26.3)	64.0	2.4e-48
1629	ASF492	mcj	glycosyl_transferase_group_2/group_1_fusion_protein	34.9	2.9e-43
1630	ASF492	pmq	glycosyl_transferase_family_protein	32.0	1.1e-46
1631	ASF492	eel	lipopolysaccharide_transport_system_atp-binding_protein	73.5	7.0e-93
1632	ASF492	eel	lipopolysaccharide_transport_system_permease	57.2	1.2e-39
1633	ASF492	ova	methyl-accepting_chemotaxis_protein	49.7	1.6e-78
1634	ASF492	mab	putative_l-cysteine_desulfurase	47.1	6.6e-88
1635	ASF492	apm	dna_sulfur_modification_protein_dndd	33.4	4.0e-40
1636	ASF492	tcu	sulfurtransferase_dndc	54.4	5.8e-145
1637	ASF492	cbn	dna_sulfur_modification_protein_dndb	44.6	2.0e-83
1638	ASF492	sri	hypothetical_protein	35.4	1.3e-121
1639	ASF492	sri	putative_helicase	31.8	7.2e-49
1640	ASF492	sri	putative_helicase	32.0	2.5e-159
1641	ASF492	dae	uvrd/rep_helicase	28.3	8.4e-49
1642	ASF492	snt	moba/mobl_family_protein	24.5	2.1e-14
1643	ASF492	coo	site-specific_recombinases|dna_invertase_pin_homologs	91.0	1.3e-67
1644	ASF492	euc	hypothetical_protein	81.0	2.2e-42
1645	ASF492	ssk	putative_rna_polymerase|sigma_28_subunit	76.7	2.8e-64
1646	ASF492	cao	excinuclease_abc_subunit_b	25.8	4.4e-05
1647	ASF492	lsp	yhch|abc_transporter_atp-binding_protein	41.1	4.6e-18
1648	ASF492	cls	hypothetical_protein	29.6	6.1e-10
1649	ASF492	awo	putative_rna_polymerase_sigma_factor	62.3	1.0e-50
1650	ASF492	bbd	apolipoprotein_n-acyltransferase	35.9	4.9e-28
1651	ASF492	wko	penicillin_v_acylase-like_amidase	37.8	4.8e-55
1652	ASF492	cdf	arac_family_transcriptional_regulator	51.2	3.2e-67
1653	ASF492	spj	superfamily_ii_dna/rna_helicase	72.2	2.3e-119
1654	ASF492	svl	transposase	36.4	1.6e-11
1655	ASF492	dae	hypothetical_protein	47.5	5.6e-56
1656	ASF492	ecy	hypothetical_protein	28.5	1.0e-12
1657	ASF492	esr	conserved_hypothetical_protein_(putative_transposase_or_invertase)	37.9	3.7e-19
1658	ASF492	esu	response_regulator_of_the_lytr/algr_family	21.3	1.5e-05
1659	ASF492	rob	caax_amino_terminal_protease_family.	53.8	1.1e-77
1660	ASF492	rim	hypothetical_protein	79.0	1.4e-60
1661	ASF492	fpr	hypothetical_protein	36.0	1.7e-15
1662	ASF492	bprm	site-specific_recombinase_xerd	44.5	9.5e-81
1663	ASF492	cct	formate/nitrite_family_of_transporters	63.6	9.4e-70
1664	ASF492	dsf	antirestriction_protein_(arda)	37.1	2.9e-06
1665	ASF492	cbn	hypothetical_protein	28.2	2.2e-24
1666	ASF492	mgm	hypothetical_protein	49.6	3.9e-23
1667	ASF492	calo	hnh_endonuclease	46.7	3.1e-12
1668	ASF492	cac	hypothetical_protein	28.8	3.9e-17
1669	ASF492	elm	antirepressor	37.6	3.2e-27
1670	ASF492	cki	transposase|is605_orfb_family	37.8	7.6e-55
1671	ASF492	cbt	transposase|family	58.4	1.8e-14
1672	ASF492	cpas	prophage_antirepressor	44.2	7.2e-27
